"card_id","card_name","card_type","card_color","mana_cost","rarity","price","set_name","image_url","thumbnail_url"
"74004b11-53dc-475c-8d29-cf52403456cf","Hold for Questioning","Enchantment — Aura","U","{3}{U}","uncommon",0.11,"Jumpstart 2022","https://cards.scryfall.io/large/front/7/4/74004b11-53dc-475c-8d29-cf52403456cf.jpg?1675644428","https://cards.scryfall.io/art_crop/front/7/4/74004b11-53dc-475c-8d29-cf52403456cf.jpg?1675644428"
"74fe1060-3069-46b7-9a84-916d87b30e6e","Sudden Impact","Instant","R","{3}{R}","uncommon",0.06,"Eighth Edition","https://cards.scryfall.io/large/front/7/4/74fe1060-3069-46b7-9a84-916d87b30e6e.jpg?1562918436","https://cards.scryfall.io/art_crop/front/7/4/74fe1060-3069-46b7-9a84-916d87b30e6e.jpg?1562918436"
"75d22bb3-824e-4699-8352-42392af307d1","Grizzly Fate","Sorcery","G","{3}{G}{G}","uncommon",0.28,"The List","https://cards.scryfall.io/large/front/7/5/75d22bb3-824e-4699-8352-42392af307d1.jpg?1599765732","https://cards.scryfall.io/art_crop/front/7/5/75d22bb3-824e-4699-8352-42392af307d1.jpg?1599765732"
"7809131c-747c-4c33-a3ca-13e573a92b66","Wild Elephant","Creature — Elephant","G","{3}{G}","common",0.11,"Mirage","https://cards.scryfall.io/large/front/7/8/7809131c-747c-4c33-a3ca-13e573a92b66.jpg?1587912718","https://cards.scryfall.io/art_crop/front/7/8/7809131c-747c-4c33-a3ca-13e573a92b66.jpg?1587912718"
"79b12c44-9537-4863-a678-c982e8714a5a","A-Ardent Dustspeaker","Creature — Minotaur Shaman","R","{2}{R}","uncommon",-1.0,"Strixhaven: School of Mages","https://cards.scryfall.io/large/front/7/9/79b12c44-9537-4863-a678-c982e8714a5a.jpg?1681158267","https://cards.scryfall.io/art_crop/front/7/9/79b12c44-9537-4863-a678-c982e8714a5a.jpg?1681158267"
"7a35be7b-d693-4433-9b13-8e019adc594e","Skyship Stalker","Creature — Cat Dragon","R","{2}{R}{R}","rare",0.16,"Kaladesh","https://cards.scryfall.io/large/front/7/a/7a35be7b-d693-4433-9b13-8e019adc594e.jpg?1576382210","https://cards.scryfall.io/art_crop/front/7/a/7a35be7b-d693-4433-9b13-8e019adc594e.jpg?1576382210"
"7a899b2d-825c-4929-a769-f4df70bf6a17","Hand of Justice","Creature — Avatar","W","{5}{W}","rare",1.22,"Fallen Empires","https://cards.scryfall.io/large/front/7/a/7a899b2d-825c-4929-a769-f4df70bf6a17.jpg?1562917639","https://cards.scryfall.io/art_crop/front/7/a/7a899b2d-825c-4929-a769-f4df70bf6a17.jpg?1562917639"
"7cb2b582-1c45-4bb2-8aef-59a71a5a9e94","Death-Greeter's Champion","Creature — Human Warrior","R","{2}{R}","rare",0.19,"March of the Machine Commander","https://cards.scryfall.io/large/front/7/c/7cb2b582-1c45-4bb2-8aef-59a71a5a9e94.jpg?1682207462","https://cards.scryfall.io/art_crop/front/7/c/7cb2b582-1c45-4bb2-8aef-59a71a5a9e94.jpg?1682207462"
"7cfc5264-e27e-4286-9feb-0dda0b074097","Crowned Ceratok","Creature — Rhino","G","{3}{G}","common",0.06,"Iconic Masters","https://cards.scryfall.io/large/front/7/c/7cfc5264-e27e-4286-9feb-0dda0b074097.jpg?1562850600","https://cards.scryfall.io/art_crop/front/7/c/7cfc5264-e27e-4286-9feb-0dda0b074097.jpg?1562850600"
"8190e77f-05ff-4b24-9b09-60bc8d6a6577","Talisman of Indulgence","Artifact","Colorless","{2}","uncommon",-1.0,"Fallout","https://cards.scryfall.io/large/front/8/1/8190e77f-05ff-4b24-9b09-60bc8d6a6577.jpg?1708745331","https://cards.scryfall.io/art_crop/front/8/1/8190e77f-05ff-4b24-9b09-60bc8d6a6577.jpg?1708745331"
"81c1fe5e-375a-4ca0-a0fe-a3b0d36b0e7c","Executioner's Capsule","Artifact","B","{B}","common",0.16,"Commander 2016","https://cards.scryfall.io/large/front/8/1/81c1fe5e-375a-4ca0-a0fe-a3b0d36b0e7c.jpg?1562407800","https://cards.scryfall.io/art_crop/front/8/1/81c1fe5e-375a-4ca0-a0fe-a3b0d36b0e7c.jpg?1562407800"
"8297592c-3036-434a-9dbb-5f0af804dd13","Coiling Stalker","Creature — Snake Ninja","G","{1}{G}","common",0.02,"Kamigawa: Neon Dynasty","https://cards.scryfall.io/large/front/8/2/8297592c-3036-434a-9dbb-5f0af804dd13.jpg?1654569633","https://cards.scryfall.io/art_crop/front/8/2/8297592c-3036-434a-9dbb-5f0af804dd13.jpg?1654569633"
"8330afd6-f43a-4955-a704-8f2b963cd0c6","Serum Powder","Artifact","Colorless","{3}","rare",1.62,"Darksteel","https://cards.scryfall.io/large/front/8/3/8330afd6-f43a-4955-a704-8f2b963cd0c6.jpg?1562637846","https://cards.scryfall.io/art_crop/front/8/3/8330afd6-f43a-4955-a704-8f2b963cd0c6.jpg?1562637846"
"8363a43f-d9aa-4196-bde5-2d98ad377e48","Guardian of Faith","Creature — Spirit Knight","W","{1}{W}{W}","rare",4.4,"Adventures in the Forgotten Realms","https://cards.scryfall.io/large/front/8/3/8363a43f-d9aa-4196-bde5-2d98ad377e48.jpg?1632361039","https://cards.scryfall.io/art_crop/front/8/3/8363a43f-d9aa-4196-bde5-2d98ad377e48.jpg?1632361039"
"8c05a4d9-37f9-42ac-8dca-b31480904b51","Elvish Mariner","Creature — Elf Pilot","U","{2}{U}","rare",2.54,"The Lord of the Rings: Tales of Middle-earth","https://cards.scryfall.io/large/front/8/c/8c05a4d9-37f9-42ac-8dca-b31480904b51.jpg?1687694646","https://cards.scryfall.io/art_crop/front/8/c/8c05a4d9-37f9-42ac-8dca-b31480904b51.jpg?1687694646"
"8cbf0743-6671-4064-8166-066908c3dd1d","Stonecloaker","Creature — Gargoyle","W","{2}{W}","uncommon",0.05,"The List","https://cards.scryfall.io/large/front/8/c/8cbf0743-6671-4064-8166-066908c3dd1d.jpg?1723441651","https://cards.scryfall.io/art_crop/front/8/c/8cbf0743-6671-4064-8166-066908c3dd1d.jpg?1723441651"
"8f54c6ce-fde4-47ef-a106-5c68b4397f99","Strefan, Maurer Progenitor","Legendary Creature — Vampire Noble","BR","{2}{B}{R}","mythic",0.5,"Crimson Vow Commander","https://cards.scryfall.io/large/front/8/f/8f54c6ce-fde4-47ef-a106-5c68b4397f99.jpg?1641600044","https://cards.scryfall.io/art_crop/front/8/f/8f54c6ce-fde4-47ef-a106-5c68b4397f99.jpg?1641600044"
"901591cb-a7e9-47c1-96ff-3de7b39b1055","Plague Rats","Creature — Rat","B","{2}{B}","common",0.15,"Fourth Edition","https://cards.scryfall.io/large/front/9/0/901591cb-a7e9-47c1-96ff-3de7b39b1055.jpg?1559601801","https://cards.scryfall.io/art_crop/front/9/0/901591cb-a7e9-47c1-96ff-3de7b39b1055.jpg?1559601801"
"90b0e0c8-3121-46ff-b202-9669c16c2df4","Fog Elemental","Creature — Elemental","U","{2}{U}","common",0.05,"Classic Sixth Edition","https://cards.scryfall.io/large/front/9/0/90b0e0c8-3121-46ff-b202-9669c16c2df4.jpg?1562820317","https://cards.scryfall.io/art_crop/front/9/0/90b0e0c8-3121-46ff-b202-9669c16c2df4.jpg?1562820317"
"92691507-b1ce-40d0-87e7-b79e81370511","Wrecking Crew","Creature — Human Warrior","R","{4}{R}","common",0.02,"Streets of New Capenna","https://cards.scryfall.io/large/front/9/2/92691507-b1ce-40d0-87e7-b79e81370511.jpg?1664411975","https://cards.scryfall.io/art_crop/front/9/2/92691507-b1ce-40d0-87e7-b79e81370511.jpg?1664411975"
"92ed87b4-bdf7-4539-91ec-07334e4917f0","Dawnhart Rejuvenator","Creature — Human Warlock","G","{3}{G}","common",0.04,"Innistrad: Double Feature","https://cards.scryfall.io/large/front/9/2/92ed87b4-bdf7-4539-91ec-07334e4917f0.jpg?1673160369","https://cards.scryfall.io/art_crop/front/9/2/92ed87b4-bdf7-4539-91ec-07334e4917f0.jpg?1673160369"
"986981fa-a744-45d8-81c7-68ef335c79e2","Grand Warlord Radha","Legendary Creature — Elf Warrior","GR","{2}{R}{G}","rare",0.69,"Dominaria","https://cards.scryfall.io/large/front/9/8/986981fa-a744-45d8-81c7-68ef335c79e2.jpg?1562739940","https://cards.scryfall.io/art_crop/front/9/8/986981fa-a744-45d8-81c7-68ef335c79e2.jpg?1562739940"
"9917cf32-0236-4463-9b1d-e8193754ff97","Howling Gale","Instant","G","{1}{G}","uncommon",0.19,"Odyssey","https://cards.scryfall.io/large/front/9/9/9917cf32-0236-4463-9b1d-e8193754ff97.jpg?1562923428","https://cards.scryfall.io/art_crop/front/9/9/9917cf32-0236-4463-9b1d-e8193754ff97.jpg?1562923428"
"9b4fa549-5eab-42df-b6a8-dd042d598191","Intangible Virtue","Enchantment","W","{1}{W}","uncommon",0.15,"Modern Masters 2017","https://cards.scryfall.io/large/front/9/b/9b4fa549-5eab-42df-b6a8-dd042d598191.jpg?1593812820","https://cards.scryfall.io/art_crop/front/9/b/9b4fa549-5eab-42df-b6a8-dd042d598191.jpg?1593812820"
"9c2561e6-c5b6-4c88-896e-67b33b8cf6bc","Professional Face-Breaker","Creature — Human Warrior","R","{2}{R}","rare",5.01,"Jumpstart 2022","https://cards.scryfall.io/large/front/9/c/9c2561e6-c5b6-4c88-896e-67b33b8cf6bc.jpg?1681517446","https://cards.scryfall.io/art_crop/front/9/c/9c2561e6-c5b6-4c88-896e-67b33b8cf6bc.jpg?1681517446"
"9c99b239-50d2-4393-80ec-94dbfaa6ae70","Unexplained Disappearance","Instant","U","{1}{U}","common",0.02,"Guilds of Ravnica","https://cards.scryfall.io/large/front/9/c/9c99b239-50d2-4393-80ec-94dbfaa6ae70.jpg?1572892855","https://cards.scryfall.io/art_crop/front/9/c/9c99b239-50d2-4393-80ec-94dbfaa6ae70.jpg?1572892855"
"9ea57442-b2ff-4799-b147-d683c0583236","Their Name Is Death","Sorcery","B","{3}{B}{B}{B}","rare",-1.0,"Warhammer 40,000 Commander","https://cards.scryfall.io/large/front/9/e/9ea57442-b2ff-4799-b147-d683c0583236.jpg?1674058920","https://cards.scryfall.io/art_crop/front/9/e/9ea57442-b2ff-4799-b147-d683c0583236.jpg?1674058920"
"9ec1f76f-f21d-4f06-8c02-be6745183348","Railway Brawler","Creature — Rhino Warrior","G","{3}{G}{G}","mythic",8.03,"Outlaws of Thunder Junction","https://cards.scryfall.io/large/front/9/e/9ec1f76f-f21d-4f06-8c02-be6745183348.jpg?1712355970","https://cards.scryfall.io/art_crop/front/9/e/9ec1f76f-f21d-4f06-8c02-be6745183348.jpg?1712355970"
"a84666a8-4ce5-46e7-9a39-f64a392515e7","Tukatongue Thallid","Creature — Fungus","G","{G}","common",0.09,"Conflux","https://cards.scryfall.io/large/front/a/8/a84666a8-4ce5-46e7-9a39-f64a392515e7.jpg?1562802924","https://cards.scryfall.io/art_crop/front/a/8/a84666a8-4ce5-46e7-9a39-f64a392515e7.jpg?1562802924"
"a8c4a4aa-9953-4865-b18e-8771ceffe33a","Grief","Creature — Elemental Incarnation","B","{2}{B}{B}","mythic",-1.0,"Special Guests","https://cards.scryfall.io/large/front/a/8/a8c4a4aa-9953-4865-b18e-8771ceffe33a.jpg?1729618866","https://cards.scryfall.io/art_crop/front/a/8/a8c4a4aa-9953-4865-b18e-8771ceffe33a.jpg?1729618866"
"aa6d7bbe-0418-4a58-a97b-13b50eb0b642","Anvilwrought Raptor","Artifact Creature — Bird","Colorless","{4}","common",0.04,"Core Set 2020","https://cards.scryfall.io/large/front/a/a/aa6d7bbe-0418-4a58-a97b-13b50eb0b642.jpg?1592517598","https://cards.scryfall.io/art_crop/front/a/a/aa6d7bbe-0418-4a58-a97b-13b50eb0b642.jpg?1592517598"
"aec3ad60-dc8a-42ba-bfee-3b9008b0c91d","Kazandu Tuskcaller","Creature — Human Shaman","G","{1}{G}","rare",0.42,"Commander Anthology","https://cards.scryfall.io/large/front/a/e/aec3ad60-dc8a-42ba-bfee-3b9008b0c91d.jpg?1592673040","https://cards.scryfall.io/art_crop/front/a/e/aec3ad60-dc8a-42ba-bfee-3b9008b0c91d.jpg?1592673040"
"aec48573-394a-4069-9500-671b188d100a","Krosan Grip","Instant","G","{2}{G}","rare",-1.0,"Friday Night Magic 2010","https://cards.scryfall.io/large/front/a/e/aec48573-394a-4069-9500-671b188d100a.jpg?1561929893","https://cards.scryfall.io/art_crop/front/a/e/aec48573-394a-4069-9500-671b188d100a.jpg?1561929893"
"af2a4558-db6e-41b2-aff6-b164d93282a0","Wall of Brambles","Creature — Plant Wall","G","{2}{G}","uncommon",15.89,"Limited Edition Alpha","https://cards.scryfall.io/large/front/a/f/af2a4558-db6e-41b2-aff6-b164d93282a0.jpg?1559591628","https://cards.scryfall.io/art_crop/front/a/f/af2a4558-db6e-41b2-aff6-b164d93282a0.jpg?1559591628"
"b1a32db7-e1a8-47d8-a708-987bcbf0636e","Keldon Warlord","Creature — Human Barbarian","R","{2}{R}{R}","uncommon",0.19,"Fourth Edition","https://cards.scryfall.io/large/front/b/1/b1a32db7-e1a8-47d8-a708-987bcbf0636e.jpg?1559603767","https://cards.scryfall.io/art_crop/front/b/1/b1a32db7-e1a8-47d8-a708-987bcbf0636e.jpg?1559603767"
"b2f81beb-4565-4cfe-80a2-456f3d44f461","Peri Brown","Legendary Creature — Human","W","{3}{W}","rare",0.1,"Doctor Who","https://cards.scryfall.io/large/front/b/2/b2f81beb-4565-4cfe-80a2-456f3d44f461.jpg?1696691792","https://cards.scryfall.io/art_crop/front/b/2/b2f81beb-4565-4cfe-80a2-456f3d44f461.jpg?1696691792"
"b3a35e69-145f-4cb0-b7f1-0eac8638afbe","Rishkar, Peema Renegade","Legendary Creature — Elf Druid","G","{2}{G}","rare",0.18,"Jumpstart","https://cards.scryfall.io/large/front/b/3/b3a35e69-145f-4cb0-b7f1-0eac8638afbe.jpg?1601080012","https://cards.scryfall.io/art_crop/front/b/3/b3a35e69-145f-4cb0-b7f1-0eac8638afbe.jpg?1601080012"
"b443504e-1b25-4565-bad7-2575826c7bb9","A-Alrund, God of the Cosmos // A-Hakka, Whispering Raven","Legendary Creature — God // Legendary Creature — Bird","UU","{3}{U}{U}","mythic",-1.0,"Kaldheim","https://cards.scryfall.io/large/front/b/4/b443504e-1b25-4565-bad7-2575826c7bb9.jpg?1682292303","https://cards.scryfall.io/art_crop/front/b/4/b443504e-1b25-4565-bad7-2575826c7bb9.jpg?1682292303"
"b5243fc3-176b-44a3-9f1a-ab069a08757a","Cantivore","Creature — Lhurgoyf","W","{1}{W}{W}","rare",0.46,"Odyssey","https://cards.scryfall.io/large/front/b/5/b5243fc3-176b-44a3-9f1a-ab069a08757a.jpg?1562928735","https://cards.scryfall.io/art_crop/front/b/5/b5243fc3-176b-44a3-9f1a-ab069a08757a.jpg?1562928735"
"b5e8db84-63b0-4635-b870-445ec0d87f5e","Conversion","Enchantment","W","{2}{W}{W}","uncommon",0.5,"Fourth Edition Foreign Black Border","https://cards.scryfall.io/large/front/b/5/b5e8db84-63b0-4635-b870-445ec0d87f5e.jpg?1557430875","https://cards.scryfall.io/art_crop/front/b/5/b5e8db84-63b0-4635-b870-445ec0d87f5e.jpg?1557430875"
"b74a47b5-100d-424f-8432-7668c50458f8","Desolation Giant","Creature — Giant","R","{2}{R}{R}","rare",0.15,"Commander Anthology Volume II","https://cards.scryfall.io/large/front/b/7/b74a47b5-100d-424f-8432-7668c50458f8.jpg?1562275568","https://cards.scryfall.io/art_crop/front/b/7/b74a47b5-100d-424f-8432-7668c50458f8.jpg?1562275568"
"ba04c102-e4c1-43a8-9c2f-d1f3c9bf5edf","Nethroi, Apex of Death","Legendary Creature — Cat Nightmare Beast","BGW","{2}{W}{B}{G}","mythic",1.56,"Ikoria: Lair of Behemoths","https://cards.scryfall.io/large/front/b/a/ba04c102-e4c1-43a8-9c2f-d1f3c9bf5edf.jpg?1604781196","https://cards.scryfall.io/art_crop/front/b/a/ba04c102-e4c1-43a8-9c2f-d1f3c9bf5edf.jpg?1604781196"
"ba347203-3792-41a3-8888-424ead494f21","Spellbinding Soprano","Creature — Human Bard","R","{1}{R}","rare",0.22,"New Capenna Commander","https://cards.scryfall.io/large/front/b/a/ba347203-3792-41a3-8888-424ead494f21.jpg?1673483221","https://cards.scryfall.io/art_crop/front/b/a/ba347203-3792-41a3-8888-424ead494f21.jpg?1673483221"
"ba9153ce-2acd-4170-a2ab-c8b660614152","Induce Despair","Instant","B","{2}{B}","common",0.09,"Duel Decks: Zendikar vs. Eldrazi","https://cards.scryfall.io/large/front/b/a/ba9153ce-2acd-4170-a2ab-c8b660614152.jpg?1593095773","https://cards.scryfall.io/art_crop/front/b/a/ba9153ce-2acd-4170-a2ab-c8b660614152.jpg?1593095773"
"babc879f-65f4-4de9-a3fc-57debcdb8298","Ember Hauler","Creature — Goblin","R","{R}{R}","uncommon",0.05,"Duel Decks: Merfolk vs. Goblins","https://cards.scryfall.io/large/front/b/a/babc879f-65f4-4de9-a3fc-57debcdb8298.jpg?1592764769","https://cards.scryfall.io/art_crop/front/b/a/babc879f-65f4-4de9-a3fc-57debcdb8298.jpg?1592764769"
"bccc50a9-2cd0-4ee0-b4c9-a181b6b0cc7f","Mobilization","Enchantment","W","{2}{W}","rare",1.24,"Tenth Edition","https://cards.scryfall.io/large/front/b/c/bccc50a9-2cd0-4ee0-b4c9-a181b6b0cc7f.jpg?1562554342","https://cards.scryfall.io/art_crop/front/b/c/bccc50a9-2cd0-4ee0-b4c9-a181b6b0cc7f.jpg?1562554342"
"bd6986a8-e258-46f0-88a9-8f84732f359e","Sea-Dasher Octopus","Creature — Octopus","U","{1}{U}{U}","rare",0.86,"Ikoria: Lair of Behemoths","https://cards.scryfall.io/large/front/b/d/bd6986a8-e258-46f0-88a9-8f84732f359e.jpg?1604781684","https://cards.scryfall.io/art_crop/front/b/d/bd6986a8-e258-46f0-88a9-8f84732f359e.jpg?1604781684"
"bdfe3eed-e415-4b28-8b4d-e50a19235683","Heavy Ballista","Creature — Human Soldier","W","{3}{W}","common",0.11,"Weatherlight","https://cards.scryfall.io/large/front/b/d/bdfe3eed-e415-4b28-8b4d-e50a19235683.jpg?1562803088","https://cards.scryfall.io/art_crop/front/b/d/bdfe3eed-e415-4b28-8b4d-e50a19235683.jpg?1562803088"
"c6667e4f-f0f6-4416-940a-d03bed75f5a7","Clown Car","Artifact — Vehicle","Colorless","{X}","rare",3.8,"Unfinity","https://cards.scryfall.io/large/front/c/6/c6667e4f-f0f6-4416-940a-d03bed75f5a7.jpg?1732663805","https://cards.scryfall.io/art_crop/front/c/6/c6667e4f-f0f6-4416-940a-d03bed75f5a7.jpg?1732663805"
"c775a7d1-a1f7-460b-b1f4-888006058e15","Aardwolf's Advantage","Sorcery","R","{2}{R}","common",0.02,"Unfinity","https://cards.scryfall.io/large/front/c/7/c775a7d1-a1f7-460b-b1f4-888006058e15.jpg?1679530271","https://cards.scryfall.io/art_crop/front/c/7/c775a7d1-a1f7-460b-b1f4-888006058e15.jpg?1679530271"
"c7b4c50b-fe76-430d-8f96-208f15ca4cd7","Oblivious Bookworm","Creature — Human Wizard","GU","{G}{U}","uncommon",0.06,"Duskmourn: House of Horror","https://cards.scryfall.io/large/front/c/7/c7b4c50b-fe76-430d-8f96-208f15ca4cd7.jpg?1726286707","https://cards.scryfall.io/art_crop/front/c/7/c7b4c50b-fe76-430d-8f96-208f15ca4cd7.jpg?1726286707"
"c9b35e70-9a0e-4204-9454-a1f2c58eb0e0","Loyal Retainers","Creature — Human Advisor","W","{2}{W}","mythic",1.91,"Commander Masters","https://cards.scryfall.io/large/front/c/9/c9b35e70-9a0e-4204-9454-a1f2c58eb0e0.jpg?1689995834","https://cards.scryfall.io/art_crop/front/c/9/c9b35e70-9a0e-4204-9454-a1f2c58eb0e0.jpg?1689995834"
"c9f1fc97-00c0-492b-a4a3-b179afc2f95d","Abaddon the Despoiler","Legendary Creature — Astartes Warrior","BRU","{2}{U}{B}{R}","mythic",-1.0,"Warhammer 40,000 Commander","https://cards.scryfall.io/large/front/c/9/c9f1fc97-00c0-492b-a4a3-b179afc2f95d.jpg?1674058353","https://cards.scryfall.io/art_crop/front/c/9/c9f1fc97-00c0-492b-a4a3-b179afc2f95d.jpg?1674058353"
"caefbac6-b2a0-4a70-a912-25173eafd7b3","Oneirophage","Creature — Squid Illusion","U","{3}{U}","uncommon",0.12,"Modern Horizons","https://cards.scryfall.io/large/front/c/a/caefbac6-b2a0-4a70-a912-25173eafd7b3.jpg?1562201432","https://cards.scryfall.io/art_crop/front/c/a/caefbac6-b2a0-4a70-a912-25173eafd7b3.jpg?1562201432"
"cbb1bc1f-b1d6-4639-b892-9b1ff6ed65fb","Summons of Saruman","Sorcery","RU","{X}{U}{R}","rare",0.18,"Tales of Middle-earth Commander","https://cards.scryfall.io/large/front/c/b/cbb1bc1f-b1d6-4639-b892-9b1ff6ed65fb.jpg?1686964363","https://cards.scryfall.io/art_crop/front/c/b/cbb1bc1f-b1d6-4639-b892-9b1ff6ed65fb.jpg?1686964363"
"d06d9d83-d1e6-4499-a1ac-6f865159f6b6","Stirring Bard","Creature — Dragon Bard","R","{3}{R}","common",0.02,"Commander Legends: Battle for Baldur's Gate","https://cards.scryfall.io/large/front/d/0/d06d9d83-d1e6-4499-a1ac-6f865159f6b6.jpg?1674136737","https://cards.scryfall.io/art_crop/front/d/0/d06d9d83-d1e6-4499-a1ac-6f865159f6b6.jpg?1674136737"
"d1f8eccc-551d-4109-866e-7285435ffd19","Anaba Shaman","Creature — Minotaur Shaman","R","{3}{R}","common",0.26,"Classic Sixth Edition","https://cards.scryfall.io/large/front/d/1/d1f8eccc-551d-4109-866e-7285435ffd19.jpg?1562823091","https://cards.scryfall.io/art_crop/front/d/1/d1f8eccc-551d-4109-866e-7285435ffd19.jpg?1562823091"
"d4afb641-b074-4388-a154-77f4de84052c","Bag of Tricks","Artifact","G","{1}{G}","rare",0.26,"Forgotten Realms Commander","https://cards.scryfall.io/large/front/d/4/d4afb641-b074-4388-a154-77f4de84052c.jpg?1632098910","https://cards.scryfall.io/art_crop/front/d/4/d4afb641-b074-4388-a154-77f4de84052c.jpg?1632098910"
"d644eb6e-cc49-4834-bc2c-53f6a4ceb451","Mortus Strider","Creature — Skeleton","BU","{1}{U}{B}","common",0.03,"Gatecrash","https://cards.scryfall.io/large/front/d/6/d644eb6e-cc49-4834-bc2c-53f6a4ceb451.jpg?1561848168","https://cards.scryfall.io/art_crop/front/d/6/d644eb6e-cc49-4834-bc2c-53f6a4ceb451.jpg?1561848168"
"d66b6951-50a0-4b30-aa73-d4ce1380ff49","Mountain","Basic Land — Mountain","Colorless","","common",0.09,"Duel Decks: Mind vs. Might","https://cards.scryfall.io/large/front/d/6/d66b6951-50a0-4b30-aa73-d4ce1380ff49.jpg?1592761692","https://cards.scryfall.io/art_crop/front/d/6/d66b6951-50a0-4b30-aa73-d4ce1380ff49.jpg?1592761692"
"d88c61cb-dbf9-46c3-8795-8896ba1208d5","Rotting Regisaur","Creature — Zombie Dinosaur","B","{2}{B}","rare",1.68,"Core Set 2020","https://cards.scryfall.io/large/front/d/8/d88c61cb-dbf9-46c3-8795-8896ba1208d5.jpg?1592516753","https://cards.scryfall.io/art_crop/front/d/8/d88c61cb-dbf9-46c3-8795-8896ba1208d5.jpg?1592516753"
"d8f6685d-eb5d-403f-b89a-b8b67900b602","Strands of Night","Enchantment","B","{2}{B}{B}","uncommon",0.35,"Seventh Edition","https://cards.scryfall.io/large/front/d/8/d8f6685d-eb5d-403f-b89a-b8b67900b602.jpg?1562248932","https://cards.scryfall.io/art_crop/front/d/8/d8f6685d-eb5d-403f-b89a-b8b67900b602.jpg?1562248932"
"dae98fcd-434c-4e58-b891-2a733adac7f6","Vorthos, Steward of Myth","Legendary Creature — Human Gamer","R","{1}{R}","mythic",0.19,"Unfinity","https://cards.scryfall.io/large/front/d/a/dae98fcd-434c-4e58-b891-2a733adac7f6.jpg?1673916539","https://cards.scryfall.io/art_crop/front/d/a/dae98fcd-434c-4e58-b891-2a733adac7f6.jpg?1673916539"
"db1baa0c-0ff9-4a86-85b4-5eb87d0a1ed2","Banquet Guests","Creature — Halfling Citizen","GW","{X}{G}{W}","rare",0.93,"Tales of Middle-earth Commander","https://cards.scryfall.io/large/front/d/b/db1baa0c-0ff9-4a86-85b4-5eb87d0a1ed2.jpg?1686964947","https://cards.scryfall.io/art_crop/front/d/b/db1baa0c-0ff9-4a86-85b4-5eb87d0a1ed2.jpg?1686964947"
"dca8dfb9-fda0-4eb8-a337-406689ece41a","Battle Rampart","Creature — Wall","R","{2}{R}","common",0.01,"Battlebond","https://cards.scryfall.io/large/front/d/c/dca8dfb9-fda0-4eb8-a337-406689ece41a.jpg?1562939356","https://cards.scryfall.io/art_crop/front/d/c/dca8dfb9-fda0-4eb8-a337-406689ece41a.jpg?1562939356"
"df2f81dc-2346-4bd9-aa3b-aaa2d3873415","A-Alrund's Epiphany","Sorcery","U","{5}{U}{U}","mythic",-1.0,"Kaldheim","https://cards.scryfall.io/large/front/d/f/df2f81dc-2346-4bd9-aa3b-aaa2d3873415.jpg?1681158261","https://cards.scryfall.io/art_crop/front/d/f/df2f81dc-2346-4bd9-aa3b-aaa2d3873415.jpg?1681158261"
"e1ab1ef1-f4e8-461e-801a-a498e4946fa1","Sram, Senior Edificer","Legendary Creature — Dwarf Advisor","W","{1}{W}","rare",1.87,"Commander Legends","https://cards.scryfall.io/large/front/e/1/e1ab1ef1-f4e8-461e-801a-a498e4946fa1.jpg?1626162178","https://cards.scryfall.io/art_crop/front/e/1/e1ab1ef1-f4e8-461e-801a-a498e4946fa1.jpg?1626162178"
"e4dd8d84-2bbc-4068-9b93-0250b793b622","Mystic Confluence","Instant","U","{3}{U}{U}","rare",-1.0,"Commander Masters","https://cards.scryfall.io/large/front/e/4/e4dd8d84-2bbc-4068-9b93-0250b793b622.jpg?1690000608","https://cards.scryfall.io/art_crop/front/e/4/e4dd8d84-2bbc-4068-9b93-0250b793b622.jpg?1690000608"
"e574e522-2632-4cd4-8545-c582ac3b641f","Lin Sivvi, Defiant Hero","Legendary Creature — Human Rebel","W","{1}{W}{W}","rare",2.51,"Nemesis","https://cards.scryfall.io/large/front/e/5/e574e522-2632-4cd4-8545-c582ac3b641f.jpg?1562632572","https://cards.scryfall.io/art_crop/front/e/5/e574e522-2632-4cd4-8545-c582ac3b641f.jpg?1562632572"
"e658939a-fa5a-4497-b35c-b6fbfa3f6882","Gainsay","Instant","U","{1}{U}","uncommon",0.06,"Theros","https://cards.scryfall.io/large/front/e/6/e658939a-fa5a-4497-b35c-b6fbfa3f6882.jpg?1562835545","https://cards.scryfall.io/art_crop/front/e/6/e658939a-fa5a-4497-b35c-b6fbfa3f6882.jpg?1562835545"
"e882c9f9-bf30-46b6-bedc-379d2c80e5cb","+2 Mace","Artifact — Equipment","W","{1}{W}","common",0.05,"Adventures in the Forgotten Realms","https://cards.scryfall.io/large/front/e/8/e882c9f9-bf30-46b6-bedc-379d2c80e5cb.jpg?1627701221","https://cards.scryfall.io/art_crop/front/e/8/e882c9f9-bf30-46b6-bedc-379d2c80e5cb.jpg?1627701221"
"ea1d684e-c4dd-481b-856e-8331d4f64be2","A-Asari Captain","Creature — Human Samurai","RW","{1}{R}{W}","uncommon",-1.0,"Kamigawa: Neon Dynasty","https://cards.scryfall.io/large/front/e/a/ea1d684e-c4dd-481b-856e-8331d4f64be2.jpg?1681158273","https://cards.scryfall.io/art_crop/front/e/a/ea1d684e-c4dd-481b-856e-8331d4f64be2.jpg?1681158273"
